hotel_name,Category,Full_Addr,Addr,City,State,Zipcode,Stars,Num_Reviews,url,lat,lng
Fairfield Inn & Suites Anderson Clemson,3,"117 Interstate Boulevard Anderson, South Carolina 29621",117 Interstate Boulevard,Anderson,SC, 29621,4.6,235,NULL,34.5774954,-82.7101386
Courtyard Boston Andover,3,"10 Campanelli Drive Andover, Massachusetts 01810",10 Campanelli Drive,Andover,MA, 01810,4.3,368,NULL,42.6949175,-71.198182
Residence Inn Boston Andover,3,"500 Minuteman Road Andover, Massachusetts 01810",500 Minuteman Road,Andover,MA, 01810,4.3,332,NULL,42.696458,-71.213671
SpringHill Suites Boston Andover,3,"550 Minuteman Road Andover, Massachusetts 01810",550 Minuteman Road,Andover,MA, 01810,4.4,410,NULL,42.6980897,-71.2134047
Courtyard Des Moines Ankeny,2,"2405 SE Creekview Drive Ankeny, Iowa 50021",2405 SE Creekview Drive,Ankeny,IA, 50021,4.5,356,NULL,41.7048588,-93.5686953
Fairfield Inn & Suites Ankeny,3,"215 NE Delaware Avenue Ankeny, Iowa 50021",215 NE Delaware Avenue,Ankeny,IA, 50021,4.4,284,NULL,41.7331188,-93.5796083
Residence Inn Des Moines Ankeny,3,"1515 SW Main Street Ankeny, Iowa 50023",1515 SW Main Street,Ankeny,IA, 50023,NULL,NULL,NULL,41.713042,-93.6180032
Courtyard Ann Arbor,4,"3205 Boardwalk Ann Arbor, Michigan 48108",3205 Boardwalk,Ann Arbor,MI, 48108,4.3,330,NULL,42.2408061,-83.7336785
Fairfield Inn Ann Arbor,4,"3285 Boardwalk Drive Ann Arbor, Michigan 48108",3285 Boardwalk Drive,Ann Arbor,MI, 48108,4.3,364,NULL,42.2404157,-83.7321163
Residence Inn Ann Arbor Downtown,5,"120 West Huron Street Ann Arbor, Michigan 48104",120 West Huron Street,Ann Arbor,MI, 48104,4.7,302,NULL,42.2817581,-83.7493372
Residence Inn Ann Arbor North,4,"3535 Green Court Ann Arbor, Michigan 48105",3535 Green Court,Ann Arbor,MI, 48105,4.6,261,NULL,42.3023616,-83.6900607
Sheraton Ann Arbor Hotel,5,"3200 Boardwalk Street Ann Arbor, Michigan 48108-1774",3200 Boardwalk Street,Ann Arbor,MI,48108,4,393,NULL,42.2409314,-83.7359344
TownePlace Suites Ann Arbor,4,"1301 Briarwood Circle Ann Arbor, Michigan 48108",1301 Briarwood Circle,Ann Arbor,MI, 48108,4.7,326,NULL,42.2380072,-83.7491713
"Annapolis Waterfront Hotel, Autograph Collection",5,"80 Compromise Street Annapolis, Maryland 21401",80 Compromise Street,Annapolis,MD, 21401,4.1,530,NULL,38.975777,-76.485628
Courtyard Annapolis,4,"2559 Riva Road Annapolis, Maryland 21401",2559 Riva Road,Annapolis,MD, 21401,4.4,522,NULL,38.9755961,-76.5532936
Residence Inn Annapolis,4,"170 Admiral Cochrane Drive Annapolis, Maryland 21401",170 Admiral Cochrane Drive,Annapolis,MD, 21401,4.4,296,NULL,38.973951,-76.5515538
SpringHill Suites Annapolis,4,"189 Admiral Cochrane Drive Annapolis, Maryland 21401",189 Admiral Cochrane Drive,Annapolis,MD, 21401,4.6,582,NULL,38.9727293,-76.5493199
The Westin Annapolis,5,"100 Westgate Circle Annapolis, Maryland 21401",100 Westgate Circle,Annapolis,MD, 21401,4.1,542,NULL,38.9765201,-76.50411
Courtyard Fort Meade BWI Business District,2,"2700 Hercules Road Annapolis Junction, Maryland 20701",2700 Hercules Road,Annapolis Junction,MD, 20701,4.3,397,NULL,39.1197961,-76.7801741
TownePlace Suites Fort Meade National Business Park,2,"120 National Business Parkway Annapolis Junction, Maryland 20701",120 National Business Parkway,Annapolis Junction,MD, 20701,4.3,218,https://cache.marriott.com/marriottassets/marriott/BWITF/bwitf-entrance-0011-hor-feat.jpg?resize=375:150 undefined,39.123049,-76.7776085
Courtyard Appleton Riverfront,3,"101 South Riverheath Way Appleton, Wisconsin 54915",101 South Riverheath Way,Appleton,WI, 54915,4.6,171,https://cache.marriott.com/marriottassets/marriott/ATWCY/atwcy-exterior-0012-hor-feat.jpg?resize=375:150 undefined,44.2627745,-88.3850967
Fairfield Inn & Suites Appleton,3,"130 South Nicolet Road Appleton, Wisconsin 54914",130 South Nicolet Road,Appleton,WI, 54914,NULL,NULL,https://cache.marriott.com/marriottassets/marriott/FN/ffi-main01-0001-hor-feat.jpg?resize=375:150 undefined,44.2606286,-88.4680114
Residence Inn Appleton,3,"310 Metro Drive Appleton, Wisconsin 54913",310 Metro Drive,Appleton,WI, 54913,4.7,252,https://cache.marriott.com/marriottassets/marriott/ATWRI/atwri-exterior-0031-hor-feat.jpg?resize=375:150 undefined,44.2656469,-88.4712316
Fairfield Inn & Suites Corpus Christi Aransas Pass,3,"2679 Business Highway 35 Aransas Pass, Texas 78336",2679 Business Highway 35,Aransas Pass,TX, 78336,4.4,187,NULL,27.9247032,-97.1801625
Residence Inn Pasadena Arcadia,4,"321 East Huntington Drive Arcadia, California 91006",321 East Huntington Drive,Arcadia,CA, 91006,4.4,313,NULL,34.141999,-118.0236984
SpringHill Suites Pasadena Arcadia,4,"99 N 2nd Avenue Arcadia, California 91006",99 N 2nd Avenue,Arcadia,CA, 91006,4.2,378,NULL,34.1409631,-118.0255815
Fairfield Inn & Suites High Point Archdale,3,"10141 N. Main St. Archdale, North Carolina 27263",10141 N. Main St.,Archdale,NC, 27263,4.5,337,NULL,35.9043107,-79.9582539
Courtyard Asheville Airport,5,"360 Rockwood Road Arden, North Carolina 28704",360 Rockwood Road,Arden,NC, 28704,4.7,293,NULL,35.4455223,-82.5383255
Courtyard Ardmore,2,"2025 North Rockford Road Ardmore, Oklahoma 73401",2025 North Rockford Road,Ardmore,OK, 73401,4.7,220,NULL,34.1969295,-97.1616661
SpringHill Suites Ardmore,2,"2501 Centennial Drive North Ardmore, Oklahoma 73402",2501 Centennial Drive North,Ardmore,OK, 73402,4.6,348,NULL,34.199958,-97.162391
Courtyard Arlington Crystal City/Reagan National Airport,4,"2899 Richmond Highway Arlington, Virginia 22202",2899 Richmond Highway,Arlington,VA, 22202,4.3,856,NULL,38.8479568,-77.0519399
Courtyard Arlington Rosslyn,4,"1533 Clarendon Boulevard Arlington, Virginia 22209",1533 Clarendon Boulevard,Arlington,VA, 22209,4.5,660,NULL,38.8938752,-77.075794
Courtyard Dallas Arlington South,4,"711 Highlander Boulevard Arlington, Texas 76015",711 Highlander Boulevard,Arlington,TX, 76015,4.3,444,NULL,32.6815996,-97.1192975
Courtyard Dallas Arlington/Entertainment District,4,"1500 Nolan Ryan Expressway Arlington, Texas 76011",1500 Nolan Ryan Expressway,Arlington,TX, 76011,4.1,555,NULL,32.7574019,-97.0894972
Fairfield Inn & Suites Arlington Near Six Flags,3,"2500 East Lamar Blvd Arlington, Texas 76006",2500 East Lamar Blvd,Arlington,TX, 76006,4.1,456,NULL,32.761012,-97.066423
Fairfield Inn & Suites Dallas Arlington South,3,"4251 South Collins Street Arlington, Texas 76018",4251 South Collins Street,Arlington,TX, 76018,NULL,NULL,NULL,32.6753986,-97.0915297
Crystal City Marriott at Reagan National Airport,5,"1999 Richmond Highway Arlington, Virginia 22202",1999 Richmond Highway,Arlington,VA, 22202,4.4,1133,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,38.8565374,-77.0514115
Crystal Gateway Marriott,5,"1700 Richmond Highway Arlington, Virginia 22202",1700 Richmond Highway,Arlington,VA, 22202,4.5,2149,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,38.8588531,-77.0526686
Key Bridge Marriott,5,"1401 Lee Highway Arlington, Virginia 22209",1401 Lee Highway,Arlington,VA, 22209,3.9,1346,NULL,38.8997463,-77.0729055
Renaissance Arlington Capital View Hotel,5,"2800 South Potomac Ave Arlington, Virginia 22202",2800 South Potomac Ave,Arlington,VA, 22202,4.7,969,NULL,38.8474674,-77.051411
Residence Inn Arlington,4,"1050 Brookhollow Plaza Drive Arlington, Texas 76006",1050 Brookhollow Plaza Drive,Arlington,TX, 76006,4.3,372,NULL,32.7637249,-97.0661906
Residence Inn Arlington Ballston,4,"650 North Quincy Street Arlington, Virginia 22203",650 North Quincy Street,Arlington,VA, 22203,4.7,581,NULL,38.8786595,-77.1079298
Residence Inn Arlington Capital View,4,"2850 South Potomac Avenue Arlington, Virginia 22202",2850 South Potomac Avenue,Arlington,VA, 22202,4.7,1047,NULL,38.8470869,-77.0510822
Residence Inn Arlington Courthouse,4,"1401 North Adams Street Arlington, Virginia 22201",1401 North Adams Street,Arlington,VA, 22201,4.7,529,NULL,38.8897024,-77.0872535
Residence Inn Arlington Pentagon City,4,"550 Army Navy Drive Arlington, Virginia 22202",550 Army Navy Drive,Arlington,VA, 22202,4.7,1172,NULL,38.8644675,-77.0561765
Residence Inn Arlington Rosslyn,4,"1651 North Oak Street Arlington, Virginia 22209",1651 North Oak Street,Arlington,VA, 22209,4.6,566,NULL,38.8937009,-77.0731935
Residence Inn Dallas Arlington South,4,"801 Highlander Boulevard Arlington, Texas 76015",801 Highlander Boulevard,Arlington,TX, 76015,4.3,343,NULL,32.6811564,-97.1201791
SpringHill Suites Dallas Arlington North,3,"1975 E. Lamar Blvd Arlington, Texas 76006",1975 E. Lamar Blvd,Arlington,TX, 76006,4.2,568,NULL,32.7632717,-97.0787118
"The Ritz-Carlton, Pentagon City",6,"1250 South Hayes Street Arlington, Virginia 22202",1250 South Hayes Street,Arlington,VA, 22202,4.6,572,NULL,38.862637,-77.060346
Aloft Dallas Arlington Entertainment District,4,"2140 East Lamar Boulevard Arlington, Texas 76006",2140 East Lamar Boulevard,Arlington,TX, 76006,4.2,54,NULL,32.7618555,-97.0745575
Four Points by Sheraton Dallas Arlington Entertainment District,4,"2451 East Randol Mill Road Arlington, Texas 76011",2451 East Randol Mill Road,Arlington,TX, 76011,4,109,NULL,32.7493954,-97.0649075
Le M̩ridien Arlington,5,"1121 19th Street North Arlington, Virginia 22209",1121 19th Street North,Arlington,VA, 22209,4.1,417,NULL,38.8972811,-77.0698926
Sheraton Arlington Hotel,5,"1500 Convention Center Drive Arlington, Texas 76011",1500 Convention Center Drive,Arlington,TX, 76011,3.9,815,NULL,32.7571001,-97.081777
Sheraton Pentagon City Hotel,4,"900 South Orme Street Arlington, Virginia 22204",900 South Orme Street,Arlington,VA, 22204,3.9,1080,NULL,38.8668969,-77.0728155
TownePlace Suites Dallas Arlington North,3,"1709 East Lamar Boulevard Arlington, Texas 76006",1709 East Lamar Boulevard,Arlington,TX, 76006,4.1,453,NULL,32.7637799,-97.083157
The Westin Arlington Gateway,5,"801 North Glebe Road Arlington, Virginia 22203",801 North Glebe Road,Arlington,VA, 22203,3.9,653,NULL,38.8806129,-77.1142681
The Westin Crystal City Reagan National Airport,5,"1800 Richmond Highway Arlington, Virginia 22202",1800 Richmond Highway,Arlington,VA, 22202,4.2,300,NULL,38.8571563,-77.0525786
Courtyard Chicago Arlington Heights/North,2,"3700 North Wilke Road Arlington Heights, Illinois 60004",3700 North Wilke Road,Arlington Heights,IL, 60004,4.4,497,NULL,42.1431906,-88.0050798
Courtyard Chicago Arlington Heights/South,2,"100 West Algonquin Road Arlington Heights, Illinois 60005",100 West Algonquin Road,Arlington Heights,IL, 60005,4.4,544,NULL,42.0459455,-87.9851537
SpringHill Suites Ashburn Dulles North,3,"20065 Lakeview Center Plaza Ashburn, Virginia 20147",20065 Lakeview Center Plaza,Ashburn,VA, 20147,4.3,429,https://cache.marriott.com/marriottassets/marriott/IADAS/iadas-exterior-0035-hor-feat.jpg?resize=375:150 undefined,39.060911,-77.4527735
Aloft Dulles Airport North,2,"22390 Flagstaff Plaza Ashburn, Virginia 20148",22390 Flagstaff Plaza,Ashburn,VA, 20148,3.4,327,https://cache.marriott.com/marriottassets/marriott/IADAL/iadal-exterior-7926-hor-feat.jpg?resize=375:150 undefined,38.9974187,-77.4822967
Fairfield Inn & Suites Asheboro,3,"920 Executive Way Asheboro, North Carolina 27203",920 Executive Way,Asheboro,NC, 27203,4.4,550,https://cache.marriott.com/marriottassets/marriott/GSOAB/gsoab-exterior-0044-hor-feat.jpg?resize=375:150 undefined,35.6959398,-79.7950452
AC Hotel Asheville Downtown,6,"10 Broadway Street Asheville, North Carolina 28801",10 Broadway Street,Asheville,NC, 28801,4.5,443,https://cache.marriott.com/marriottassets/marriott/AVLAC/avlac-entrance-0001-hor-feat.jpg?resize=375:150 undefined,35.5957973,-82.5515117
"Grand Bohemian Hotel Asheville, Autograph Collection",7,"11 Boston Way Asheville, North Carolina 28803",11 Boston Way,Asheville,NC, 28803,4.6,929,NULL,35.5667711,-82.5439891
Courtyard Asheville,5,"One Buckstone Place Asheville, North Carolina 28805",One Buckstone Place,Asheville,NC, 28805,4.2,426,NULL,35.5856793,-82.5255632
Courtyard Asheville Biltmore Village,NULL,"26 Meadow Road Asheville, North Carolina 28803",26 Meadow Road,Asheville,NC, 28803,NULL,NULL,NULL,35.5697284,-82.5469344
Fairfield Inn & Suites Asheville Outlets,5,"11 Rocky Ridge Road Asheville, North Carolina 28806",11 Rocky Ridge Road,Asheville,NC, 28806,4.3,437,NULL,35.534383,-82.6058992
Fairfield Inn & Suites Asheville Tunnel Road,5,"184 Tunnel Road Asheville, North Carolina 28805",184 Tunnel Road,Asheville,NC, 28805,4.8,325,NULL,35.5880192,-82.5288569
Renaissance Asheville Hotel,6,"31 Woodfin Street Asheville, North Carolina 28801",31 Woodfin Street,Asheville,NC, 28801,4.2,832,NULL,35.5975382,-82.5501172
Residence Inn Asheville Biltmore,5,"701 Biltmore Avenue Asheville, North Carolina 28803",701 Biltmore Avenue,Asheville,NC, 28803,4.5,442,NULL,35.5724278,-82.5461023
SpringHill Suites Asheville,5,"Two Buckstone Place Asheville, North Carolina 28805",Two Buckstone Place,Asheville,NC, 28805,4.2,364,NULL,35.586954,-82.5258772
Aloft Asheville Downtown,5,"51 Biltmore Avenue Asheville, North Carolina 28801",51 Biltmore Avenue,Asheville,NC, 28801,4.3,752,NULL,35.5929463,-82.5513437
Four Points by Sheraton Asheville Downtown,4,"22 Woodfin Street Asheville, North Carolina 28801",22 Woodfin Street,Asheville,NC, 28801,3.3,322,NULL,35.5991296,-82.5511418
Delta Hotels Ashland Downtown,3,"1441 Winchester Avenue Ashland, Kentucky 41101",1441 Winchester Avenue,Ashland,KY, 41101,4.8,34,NULL,38.4796533,-82.6408322
Fairfield Inn & Suites Ashland,2,"10945 Route 60 Ashland, Kentucky 41102",10945 Route 60,Ashland,KY, 41102,4.6,310,NULL,38.3971522,-82.7113438
Fairfield Inn & Suites Richmond Ashland,2,"11625 Lakeridge Parkway Ashland, Virginia 23005",11625 Lakeridge Parkway,Ashland,VA, 23005,4.6,329,NULL,37.7173002,-77.4526731
"St. Regis Residence Club, Aspen",NULL,"315 East Dean Street, Building 1 Aspen, Colorado 81611","315 East Dean Street, Building ",Aspen,CO, 81611,NULL,NULL,NULL,39.1869935,-106.8212945
The St. Regis Aspen Resort,8,"315 East Dean Street Aspen, Colorado 81611",315 East Dean Street,Aspen,CO, 81611,4.2,387,NULL,39.1869935,-106.8212945
The Sky Residences at W Aspen,NULL,"550 South Spring Street Aspen, Colorado 81611",550 South Spring Street,Aspen,CO, 81611,NULL,NULL,NULL,39.1864175,-106.8169166
W Aspen,8,"550 South Spring Street Aspen, Colorado 81611",550 South Spring Street,Aspen,CO, 81611,NULL,NULL,NULL,39.1864175,-106.8169166
Fairfield Inn New York LaGuardia Airport/Astoria,5,"45-20 Astoria Blvd Astoria, New York 11103",45-20 Astoria Blvd,Astoria,NY, 11103,4.5,479,NULL,40.7676989,-73.9058993
SpringHill Suites Paso Robles Atascadero,5,"900 El Camino Real Atascadero, California 93422",900 El Camino Real,Atascadero,CA, 93422,4.7,609,NULL,35.5279762,-120.7036036
Courtyard Athens Downtown,4,"166 North Finley Street Athens, Georgia 30601",166 North Finley Street,Athens,GA, 30601,4.2,441,NULL,33.9572092,-83.3822359
Fairfield Inn & Suites Athens,3,"106 Burkett L Witt Boulevard Athens, Tennessee 37303",106 Burkett L Witt Boulevard,Athens,TN, 37303,4.8,108,NULL,35.4686865,-84.6508959
Fairfield Inn & Suites Athens,4,"924 East State Street Athens, Ohio 45701",924 East State Street,Athens,OH, 45701,4.8,375,NULL,39.3380894,-82.0669733
Fairfield Inn & Suites Athens I-65,2,"21282 Athens-Limestone Lane Athens, Alabama 35613",21282 Athens-Limestone Lane,Athens,AL, 35613,4.7,395,NULL,34.7857977,-86.9429279
SpringHill Suites Athens Downtown/University Area,4,"220 South Hull Street Athens, Georgia 30605",220 South Hull Street,Athens,GA, 30605,4.7,207,NULL,33.9561355,-83.3783964
SpringHill Suites Athens West,4,"3500 Daniells Bridge Road Athens, Georgia 30606",3500 Daniells Bridge Road,Athens,GA, 30606,4.7,439,NULL,33.9082733,-83.4633131
AC Hotel Atlanta Airport Gateway,4,"2079 Hospitality Way Atlanta, Georgia 30337",2079 Hospitality Way,Atlanta,GA, 30337,NULL,NULL,NULL,33.64185,-84.45689
AC Hotel Atlanta Buckhead at Phipps Plaza,3,"3600 Wieuca Road NE Atlanta, Georgia 30326",3600 Wieuca Road NE,Atlanta,GA, 30326,4.5,464,NULL,33.8543235,-84.3603252
AC Hotel Atlanta Downtown,4,"101 Andrew Young Intl Blvd NW Atlanta, Georgia 30303",101 Andrew Young Intl Blvd NW,Atlanta,GA, 30303,4.4,665,NULL,33.7601321,-84.3908759
AC Hotel Atlanta Midtown,4,"53 14th Street NE Atlanta, Georgia 30309",53 14th Street NE,Atlanta,GA, 30309,4.4,64,NULL,33.7861456,-84.3858364
"Glenn Hotel, Autograph Collection",5,"110 Marietta St. NW Atlanta, Georgia 30303",110 Marietta St. NW,Atlanta,GA, 30303,4.5,667,NULL,33.7569866,-84.3929901
"Twelve Downtown, Autograph Collection",5,"400 West Peachtree Street NW Atlanta, Georgia 30308",400 West Peachtree Street NW,Atlanta,GA, 30308,4.5,161,NULL,33.7653662,-84.3882896
"Twelve Midtown, Autograph Collection",5,"361 17th Street NW Atlanta, Georgia 30363",361 17th Street NW,Atlanta,GA, 30363,4.4,102,NULL,33.7915654,-84.3981417
Courtyard Atlanta Buckhead,3,"3332 Peachtree Road NE Atlanta, Georgia 30326",3332 Peachtree Road NE,Atlanta,GA, 30326,4.2,648,NULL,33.8468338,-84.3700869
Courtyard Atlanta Cumberland/Galleria,3,"3000 Cumberland Blvd Atlanta, Georgia 30339",3000 Cumberland Blvd,Atlanta,GA, 30339,4.3,535,NULL,33.8776798,-84.4653794
Courtyard Atlanta Downtown,4,"133 Carnegie Way Atlanta, Georgia 30303",133 Carnegie Way,Atlanta,GA, 30303,4.1,747,NULL,33.7582234,-84.3881254
Courtyard Atlanta Executive Park/Emory,3,"1236 Executive Park Drive Atlanta, Georgia 30329",1236 Executive Park Drive,Atlanta,GA, 30329,4.2,575,NULL,33.8293701,-84.339374
Courtyard Atlanta Midtown/Georgia Tech,3,"1132 Techwood Drive NW Atlanta, Georgia 30318",1132 Techwood Drive NW,Atlanta,GA, 30318,4.2,595,https://cache.marriott.com/marriottassets/marriott/ATLMN/atlmn-bistro-0054-hor-feat.jpg?resize=375:150 undefined,33.7854533,-84.3928464
Courtyard Atlanta Perimeter Center,3,"6250 Peachtree-Dunwoody Rd Atlanta, Georgia 30328",6250 Peachtree-Dunwoody Rd,Atlanta,GA, 30328,4.4,555,https://cache.marriott.com/marriottassets/marriott/ATLPE/atlpe-exterior-5434-hor-feat.jpg?resize=375:150 undefined,33.9255281,-84.3535888
Courtyard Atlanta Vinings/Galleria,3,"2829 Overlook Parkway Atlanta, Georgia 30339",2829 Overlook Parkway,Atlanta,GA, 30339,4.3,96,https://cache.marriott.com/marriottassets/marriott/ATLVG/atlvg-exterior-8315-hor-feat.jpg?resize=375:150 undefined,33.8667325,-84.4701843
Courtyard Atlanta Windy Hill/Ballpark,3,"2045 S Park Place Atlanta, Georgia 30339",2045 S Park Place,Atlanta,GA, 30339,4.1,480,https://cache.marriott.com/marriottassets/marriott/ATLWH/atlwh-lobby-5043-hor-feat.jpg?resize=375:150 undefined,33.903434,-84.4767353
Fairfield Inn & Suites Atlanta Buckhead,3,"3092 Piedmont Road Northeast Atlanta, Georgia 30305",3092 Piedmont Road Northeast,Atlanta,GA, 30305,4.1,514,NULL,33.839817,-84.3700999
Fairfield Inn & Suites Atlanta Downtown,4,"54 Peachtree Street SW Atlanta, Georgia 30303",54 Peachtree Street SW,Atlanta,GA, 30303,4.1,951,NULL,33.7528373,-84.3912044
Fairfield Inn & Suites Atlanta Perimeter Center,3,"1145 Hammond Drive Northeast Atlanta, Georgia 30328",1145 Hammond Drive Northeast,Atlanta,GA, 30328,4.2,528,NULL,33.9182817,-84.348043
Fairfield Inn & Suites Atlanta Vinings/Galleria,3,"2450 Paces Ferry Road SE Atlanta, Georgia 30339",2450 Paces Ferry Road SE,Atlanta,GA, 30339,4,398,NULL,33.8623295,-84.4816952
JW Marriott Atlanta Buckhead,5,"3300 Lenox Road NE Atlanta, Georgia 30326",3300 Lenox Road NE,Atlanta,GA, 30326,4.4,1181,NULL,33.8467259,-84.3624199
Atlanta Airport Marriott,4,"4711 Best Road Atlanta, Georgia 30337",4711 Best Road,Atlanta,GA, 30337,4.4,1414,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,33.6261841,-84.4608054
Atlanta Airport Marriott Gateway,5,"2020 Convention Center Concourse Atlanta, Georgia 30337",2020 Convention Center Concourse,Atlanta,GA, 30337,4.5,1252,NULL,33.6444094,-84.4555796
